consulta,candidato,votos,tot_mpio,p_mpio,depto,cod_depto,municipio,cod_mun
Liberal,Juan_Fernando_Cristo,16,77,42,ANTIOQUIA,5,GUATAPE,5321
Liberal,Juan_Fernando_Cristo,15,751,4,ANTIOQUIA,5,HELICONIA,5347
Liberal,Juan_Fernando_Cristo,195,460,86,ANTIOQUIA,5,HISPANIA,5353
Liberal,Juan_Fernando_Cristo,290,2871,21,ANTIOQUIA,5,ITAGUI,5360
Liberal,Juan_Fernando_Cristo,24,419,12,ANTIOQUIA,5,ITUANGO,5361
Liberal,Juan_Fernando_Cristo,14,125,24,ANTIOQUIA,5,JARDIN,5364
Liberal,Juan_Fernando_Cristo,242,672,74,ANTIOQUIA,5,JERICO,5368
Liberal,Juan_Fernando_Cristo,163,778,44,ANTIOQUIA,5,LA CEJA,5376
Liberal,Juan_Fernando_Cristo,3472,7994,89,ANTIOQUIA,5,LA ESTRELLA,5380
Liberal,Juan_Fernando_Cristo,221,727,62,ANTIOQUIA,5,LA PINTADA,5390
Liberal,Juan_Fernando_Cristo,51,442,24,ANTIOQUIA,5,LA UNION,5400
Liberal,Juan_Fernando_Cristo,4,59,14,ANTIOQUIA,5,LIBORINA,5411
Liberal,Juan_Fernando_Cristo,14,118,26,ANTIOQUIA,5,MACEO,5425
Liberal,Juan_Fernando_Cristo,247,957,54,ANTIOQUIA,5,MARINILLA,5440
Liberal,Juan_Fernando_Cristo,11,214,10,ANTIOQUIA,5,MONTEBELLO,5467
Liberal,Juan_Fernando_Cristo,107,336,64,ANTIOQUIA,5,MURINDO,5475
Liberal,Juan_Fernando_Cristo,18,339,11,ANTIOQUIA,5,MUTATA,5480
Liberal,Juan_Fernando_Cristo,8,62,36,ANTIOQUIA,5,NARIÃƒâ€˜O,5483
Liberal,Juan_Fernando_Cristo,367,2034,37,ANTIOQUIA,5,NECOCLI,5490
Liberal,Juan_Fernando_Cristo,314,1152,55,ANTIOQUIA,5,NECHI,5495
Liberal,Juan_Fernando_Cristo,7,14,100,ANTIOQUIA,5,OLAYA,5501
Liberal,Juan_Fernando_Cristo,17,281,14,ANTIOQUIA,5,PEÃƒâ€˜OL,5541
Liberal,Juan_Fernando_Cristo,27,780,7,ANTIOQUIA,5,PEQUE,5543
Liberal,Juan_Fernando_Cristo,18,93,39,ANTIOQUIA,5,PUEBLORRICO,5576
Liberal,Juan_Fernando_Cristo,81,541,32,ANTIOQUIA,5,PUERTO BERRIO,5579
Liberal,Juan_Fernando_Cristo,673,1527,90,ANTIOQUIA,5,PUERTO NARE,5585
Liberal,Juan_Fernando_Cristo,210,469,91,ANTIOQUIA,5,PUERTO TRIUNFO,5591
Liberal,Juan_Fernando_Cristo,129,333,81,ANTIOQUIA,5,REMEDIOS,5604
Liberal,Juan_Fernando_Cristo,35,381,19,ANTIOQUIA,5,RETIRO,5607
Liberal,Juan_Fernando_Cristo,244,1847,28,ANTIOQUIA,5,RIONEGRO,5615
Liberal,Juan_Fernando_Cristo,4,22,44,ANTIOQUIA,5,SABANALARGA,5628
Liberal,Juan_Fernando_Cristo,1096,3778,60,ANTIOQUIA,5,SABANETA,5631
Liberal,Juan_Fernando_Cristo,250,681,75,ANTIOQUIA,5,SALGAR,5642
Liberal,Juan_Fernando_Cristo,4,17,57,ANTIOQUIA,5,SAN ANDRES,5647
Liberal,Juan_Fernando_Cristo,101,296,71,ANTIOQUIA,5,SAN CARLOS,5649
Liberal,Juan_Fernando_Cristo,29,99,60,ANTIOQUIA,5,SAN FRANCISCO,5652
Liberal,Juan_Fernando_Cristo,37,1333,6,ANTIOQUIA,5,SAN JERONIMO,5656
Liberal,Juan_Fernando_Cristo,59,222,54,ANTIOQUIA,5,SAN JOSE DE LA MONTAÃƒâ€˜A,5658
Liberal,Juan_Fernando_Cristo,23,107,43,ANTIOQUIA,5,SAN JUAN DE URABA,5659
Liberal,Juan_Fernando_Cristo,61,192,65,ANTIOQUIA,5,SAN LUIS,5660
Liberal,Juan_Fernando_Cristo,38,399,20,ANTIOQUIA,5,SAN PEDRO,5664
Liberal,Juan_Fernando_Cristo,557,1245,91,ANTIOQUIA,5,SAN PEDRO DE URABA,5665
Liberal,Juan_Fernando_Cristo,57,175,66,ANTIOQUIA,5,SAN RAFAEL,5667
Liberal,Juan_Fernando_Cristo,5,100,12,ANTIOQUIA,5,SAN ROQUE,5670
Liberal,Juan_Fernando_Cristo,9,123,16,ANTIOQUIA,5,SAN VICENTE,5674
Liberal,Juan_Fernando_Cristo,1191,2832,88,ANTIOQUIA,5,SANTA BARBARA,5679
Liberal,Juan_Fernando_Cristo,19,108,38,ANTIOQUIA,5,SANTA ROSA DE OSOS,5686
Liberal,Juan_Fernando_Cristo,6,34,35,ANTIOQUIA,5,SANTO DOMINGO,5690
Liberal,Juan_Fernando_Cristo,195,684,59,ANTIOQUIA,5,SANTUARIO,5697
Liberal,Juan_Fernando_Cristo,289,661,90,ANTIOQUIA,5,SEGOVIA,5736
Liberal,Juan_Fernando_Cristo,13,181,16,ANTIOQUIA,5,SONSON,5756
Liberal,Juan_Fernando_Cristo,24,771,6,ANTIOQUIA,5,SOPETRAN,5761
Liberal,Juan_Fernando_Cristo,15,139,23,ANTIOQUIA,5,TAMESIS,5789
Liberal,Juan_Fernando_Cristo,862,2347,76,ANTIOQUIA,5,TARAZA,5790
Liberal,Juan_Fernando_Cristo,10,195,11,ANTIOQUIA,5,TARSO,5792
Liberal,Juan_Fernando_Cristo,86,449,39,ANTIOQUIA,5,TITIRIBI,5809
Liberal,Juan_Fernando_Cristo,10,99,23,ANTIOQUIA,5,TOLEDO,5819
Liberal,Juan_Fernando_Cristo,1807,4620,80,ANTIOQUIA,5,TURBO,5837
Liberal,Juan_Fernando_Cristo,12,99,27,ANTIOQUIA,5,URAMITA,5842
Liberal,Juan_Fernando_Cristo,79,239,68,ANTIOQUIA,5,URRAO,5847
Liberal,Juan_Fernando_Cristo,180,470,78,ANTIOQUIA,5,VALDIVIA,5854
Liberal,Juan_Fernando_Cristo,11,158,14,ANTIOQUIA,5,VALPARAISO,5856
Liberal,Juan_Fernando_Cristo,63,292,45,ANTIOQUIA,5,VEGACHI,5858
Liberal,Juan_Fernando_Cristo,14,710,4,ANTIOQUIA,5,VENECIA,5861
Liberal,Juan_Fernando_Cristo,79,398,40,ANTIOQUIA,5,VIGIA DEL FUERTE,5873
Liberal,Juan_Fernando_Cristo,8,90,18,ANTIOQUIA,5,YALI,5885
Liberal,Juan_Fernando_Cristo,53,480,24,ANTIOQUIA,5,YARUMAL,5887
Liberal,Juan_Fernando_Cristo,139,577,51,ANTIOQUIA,5,YOLOMBO,5890
Liberal,Juan_Fernando_Cristo,936,2470,77,ANTIOQUIA,5,YONDO,5893
Liberal,Juan_Fernando_Cristo,49,347,30,ANTIOQUIA,5,ZARAGOZA,5895
Liberal,Juan_Fernando_Cristo,26049,74057,72,ATLANTICO,8,BARRANQUILLA,8001
Liberal,Juan_Fernando_Cristo,715,3190,45,ATLANTICO,8,BARANOA,8078
Liberal,Juan_Fernando_Cristo,82,980,17,ATLANTICO,8,CAMPO DE LA CRUZ,8137
Liberal,Juan_Fernando_Cristo,781,3119,51,ATLANTICO,8,CANDELARIA,8141
Liberal,Juan_Fernando_Cristo,264,1262,42,ATLANTICO,8,GALAPA,8296
Liberal,Juan_Fernando_Cristo,641,2141,61,ATLANTICO,8,JUAN DE ACOSTA,8372
Liberal,Juan_Fernando_Cristo,256,1510,34,ATLANTICO,8,LURUACO,8421
Liberal,Juan_Fernando_Cristo,596,2366,51,ATLANTICO,8,MALAMBO,8433
Liberal,Juan_Fernando_Cristo,129,2311,11,ATLANTICO,8,MANATI,8436
Liberal,Juan_Fernando_Cristo,118,1835,13,ATLANTICO,8,PALMAR DE VARELA,8520
Liberal,Juan_Fernando_Cristo,173,666,52,ATLANTICO,8,PIOJO,8549
Liberal,Juan_Fernando_Cristo,333,1804,37,ATLANTICO,8,POLONUEVO,8558
Liberal,Juan_Fernando_Cristo,978,3203,62,ATLANTICO,8,PONEDERA,8560
Liberal,Juan_Fernando_Cristo,1841,6238,60,ATLANTICO,8,PUERTO COLOMBIA,8573
Liberal,Juan_Fernando_Cristo,110,1262,18,ATLANTICO,8,REPELON,8606
Liberal,Juan_Fernando_Cristo,356,2440,30,ATLANTICO,8,SABANAGRANDE,8634
Liberal,Juan_Fernando_Cristo,1351,13640,20,ATLANTICO,8,SABANALARGA,8638
Liberal,Juan_Fernando_Cristo,82,984,17,ATLANTICO,8,SANTA LUCIA,8675
Liberal,Juan_Fernando_Cristo,218,2063,21,ATLANTICO,8,SANTO TOMAS,8685
Liberal,Juan_Fernando_Cristo,2695,8664,64,ATLANTICO,8,SOLEDAD,8758
Liberal,Juan_Fernando_Cristo,51,1346,8,ATLANTICO,8,SUAN,8770
Liberal,Juan_Fernando_Cristo,318,1096,59,ATLANTICO,8,TUBARA,8832
Liberal,Juan_Fernando_Cristo,860,2997,58,ATLANTICO,8,USIACURI,8849
Liberal,Juan_Fernando_Cristo,16021,191271,18,BOGOTA,11,BOGOTA D.C.,11001
Liberal,Juan_Fernando_Cristo,3898,14079,57,BOLIVAR,13,CARTAGENA,13001
Liberal,Juan_Fernando_Cristo,670,1437,97,BOLIVAR,13,ACHI,13006
Liberal,Juan_Fernando_Cristo,22,117,39,BOLIVAR,13,ALTOS DEL ROSARIO,13030
Liberal,Juan_Fernando_Cristo,7,40,39,BOLIVAR,13,ARENAL,13042
Liberal,Juan_Fernando_Cristo,678,1615,86,BOLIVAR,13,ARJONA,13052
Liberal,Juan_Fernando_Cristo,172,445,79,BOLIVAR,13,ARROYOHONDO,13062
Liberal,Juan_Fernando_Cristo,41,92,89,BOLIVAR,13,BARRANCO DE LOBA,13074
Liberal,Juan_Fernando_Cristo,164,442,76,BOLIVAR,13,CALAMAR,13140
Liberal,Juan_Fernando_Cristo,972,2048,96,BOLIVAR,13,CANTAGALLO,13160
Liberal,Juan_Fernando_Cristo,421,899,94,BOLIVAR,13,CICUCO,13188
Liberal,Juan_Fernando_Cristo,1062,2250,96,BOLIVAR,13,CORDOBA,13212
Liberal,Juan_Fernando_Cristo,345,740,95,BOLIVAR,13,CLEMENCIA,13222
Liberal,Juan_Fernando_Cristo,1084,2471,89,BOLIVAR,13,EL CARMEN DE BOLIVAR,13244
Liberal,Juan_Fernando_Cristo,562,1162,97,BOLIVAR,13,EL GUAMO,13248
Liberal,Juan_Fernando_Cristo,25,96,54,BOLIVAR,13,EL PE?ON,13268
Liberal,Juan_Fernando_Cristo,309,667,95,BOLIVAR,13,HATILLO DE LOBA,13300
Liberal,Juan_Fernando_Cristo,2323,5993,79,BOLIVAR,13,MAGANGUE,13430
Liberal,Juan_Fernando_Cristo,1065,2329,92,BOLIVAR,13,MAHATES,13433
Liberal,Juan_Fernando_Cristo,285,616,93,BOLIVAR,13,MARGARITA,13440
Liberal,Juan_Fernando_Cristo,138,367,78,BOLIVAR,13,MARIA LA BAJA,13442
Liberal,Juan_Fernando_Cristo,202,537,75,BOLIVAR,13,MONTECRISTO,13458
Liberal,Juan_Fernando_Cristo,275,968,58,BOLIVAR,13,MOMPOS,13468
Liberal,Juan_Fernando_Cristo,701,1518,94,BOLIVAR,13,MORALES,13473
Liberal,Juan_Fernando_Cristo,9,59,31,BOLIVAR,13,NOROSI,13490
Liberal,Juan_Fernando_Cristo,97,295,69,BOLIVAR,13,PINILLOS,13549
Liberal,Juan_Fernando_Cristo,8,62,27,BOLIVAR,13,REGIDOR,13580
Liberal,Juan_Fernando_Cristo,721,1550,95,BOLIVAR,13,RIO VIEJO,13600
Liberal,Juan_Fernando_Cristo,552,1220,92,BOLIVAR,13,SAN CRISTOBAL,13620
Liberal,Juan_Fernando_Cristo,580,1250,94,BOLIVAR,13,SAN ESTANISLAO,13647
Liberal,Juan_Fernando_Cristo,1177,2486,95,BOLIVAR,13,SAN FERNANDO,13650
Liberal,Juan_Fernando_Cristo,856,1949,90,BOLIVAR,13,SAN JACINTO,13654
Liberal,Juan_Fernando_Cristo,220,524,85,BOLIVAR,13,SAN JACINTO DEL CAUCA,13655
Liberal,Juan_Fernando_Cristo,1012,2329,88,BOLIVAR,13,SAN JUAN NEPOMUCENO,13657
Liberal,Juan_Fernando_Cristo,173,500,70,BOLIVAR,13,SAN MARTIN DE LOBA,13667
Liberal,Juan_Fernando_Cristo,1307,2872,93,BOLIVAR,13,SAN PABLO,13670
Liberal,Juan_Fernando_Cristo,41,120,69,BOLIVAR,13,SANTA CATALINA,13673
Liberal,Juan_Fernando_Cristo,581,1238,95,BOLIVAR,13,SANTA ROSA,13683
Liberal,Juan_Fernando_Cristo,153,425,76,BOLIVAR,13,SANTA ROSA DEL SUR,13688
Liberal,Juan_Fernando_Cristo,1142,2419,96,BOLIVAR,13,SIMITI,13744
Liberal,Juan_Fernando_Cristo,427,964,89,BOLIVAR,13,SOPLAVIENTO,13760
Liberal,Juan_Fernando_Cristo,429,953,91,BOLIVAR,13,TALAIGUA NUEVO,13780
Liberal,Juan_Fernando_Cristo,403,840,97,BOLIVAR,13,TIQUISIO,13810
Liberal,Juan_Fernando_Cristo,1605,3571,91,BOLIVAR,13,TURBACO,13836
Liberal,Juan_Fernando_Cristo,175,398,90,BOLIVAR,13,TURBANA,13838
Liberal,Juan_Fernando_Cristo,162,391,85,BOLIVAR,13,VILLANUEVA,13873
Liberal,Juan_Fernando_Cristo,388,878,89,BOLIVAR,13,ZAMBRANO,13894
Liberal,Juan_Fernando_Cristo,284,3629,17,BOYACA,15,TUNJA,15001
Liberal,Juan_Fernando_Cristo,10,28,77,BOYACA,15,ALMEIDA,15022
Liberal,Juan_Fernando_Cristo,4,30,31,BOYACA,15,AQUITANIA,15047
Liberal,Juan_Fernando_Cristo,3,66,9,BOYACA,15,ARCABUCO,15051
Liberal,Juan_Fernando_Cristo,7,58,26,BOYACA,15,BELEN,15087
Liberal,Juan_Fernando_Cristo,16,71,50,BOYACA,15,BERBEO,15090
Liberal,Juan_Fernando_Cristo,0,15,0,BOYACA,15,BETEITIVA,15092
Liberal,Juan_Fernando_Cristo,4,29,33,BOYACA,15,BOAVITA,15097
Liberal,Juan_Fernando_Cristo,26,134,42,BOYACA,15,BOYACA,15104
Liberal,Juan_Fernando_Cristo,2,6,67,BOYACA,15,BRICEÃƒâ€˜O,15106
Liberal,Juan_Fernando_Cristo,11,33,69,BOYACA,15,BUENAVISTA,15109
Liberal,Juan_Fernando_Cristo,7,39,37,BOYACA,15,BUSBANZA,15114
Liberal,Juan_Fernando_Cristo,18,51,86,BOYACA,15,CALDAS,15131
Liberal,Juan_Fernando_Cristo,7,36,54,BOYACA,15,CAMPOHERMOSO,15135
Liberal,Juan_Fernando_Cristo,9,103,18,BOYACA,15,CERINZA,15162
Liberal,Juan_Fernando_Cristo,2,28,18,BOYACA,15,CHINAVITA,15172
Liberal,Juan_Fernando_Cristo,102,518,42,BOYACA,15,CHIQUINQUIRA,15176
Liberal,Juan_Fernando_Cristo,188,422,92,BOYACA,15,CHISCAS,15180
Liberal,Juan_Fernando_Cristo,24,88,63,BOYACA,15,CHITA,15183
Liberal,Juan_Fernando_Cristo,148,351,91,BOYACA,15,CHITARAQUE,15185
Liberal,Juan_Fernando_Cristo,0,32,0,BOYACA,15,CHIVATA,15187
Liberal,Juan_Fernando_Cristo,10,36,67,BOYACA,15,CIENEGA,15189
Liberal,Juan_Fernando_Cristo,158,438,77,BOYACA,15,COMBITA,15204
Liberal,Juan_Fernando_Cristo,9,67,27,BOYACA,15,COPER,15212
Liberal,Juan_Fernando_Cristo,2,33,13,BOYACA,15,CORRALES,15215
Liberal,Juan_Fernando_Cristo,0,2,0,BOYACA,15,COVARACHIA,15218
Liberal,Juan_Fernando_Cristo,19,126,35,BOYACA,15,CUBARA,15223
Liberal,Juan_Fernando_Cristo,6,19,86,BOYACA,15,CUCAITA,15224
Liberal,Juan_Fernando_Cristo,3,20,38,BOYACA,15,CUITIVA,15226
Liberal,Juan_Fernando_Cristo,60,164,74,BOYACA,15,CHIQUIZA,15232
Liberal,Juan_Fernando_Cristo,3,15,50,BOYACA,15,CHIVOR,15236
Liberal,Juan_Fernando_Cristo,127,1461,19,BOYACA,15,DUITAMA,15238
Liberal,Juan_Fernando_Cristo,16,48,76,BOYACA,15,EL COCUY,15244
Liberal,Juan_Fernando_Cristo,119,245,98,BOYACA,15,EL ESPINO,15248
Liberal,Juan_Fernando_Cristo,56,153,77,BOYACA,15,FIRAVITOBA,15272
Liberal,Juan_Fernando_Cristo,104,222,95,BOYACA,15,FLORESTA,15276
Liberal,Juan_Fernando_Cristo,41,118,75,BOYACA,15,GACHANTIVA,15293
Liberal,Juan_Fernando_Cristo,27,79,73,BOYACA,15,GAMEZA,15296
Liberal,Juan_Fernando_Cristo,24,168,32,BOYACA,15,GARAGOA,15299
Liberal,Juan_Fernando_Cristo,2,12,50,BOYACA,15,GUACAMAYAS,15317
Liberal,Juan_Fernando_Cristo,23,238,21,BOYACA,15,GUATEQUE,15322
Liberal,Juan_Fernando_Cristo,3,26,23,BOYACA,15,GUAYATA,15325
Liberal,Juan_Fernando_Cristo,3,7,100,BOYACA,15,GUICAN,15332
Liberal,Juan_Fernando_Cristo,25,70,74,BOYACA,15,IZA,15362
Liberal,Juan_Fernando_Cristo,262,623,86,BOYACA,15,JENESANO,15367
Liberal,Juan_Fernando_Cristo,7,39,37,BOYACA,15,JERICO,15368
Liberal,Juan_Fernando_Cristo,16,56,59,BOYACA,15,LABRANZAGRANDE,15377
Liberal,Juan_Fernando_Cristo,1,11,50,BOYACA,15,LA CAPILLA,15380
Liberal,Juan_Fernando_Cristo,202,429,95,BOYACA,15,LA VICTORIA,15401
Liberal,Juan_Fernando_Cristo,36,91,88,BOYACA,15,LA UVITA,15403
Liberal,Juan_Fernando_Cristo,10,395,5,BOYACA,15,VILLA DE LEYVA,15407
Liberal,Juan_Fernando_Cristo,2,21,20,BOYACA,15,MACANAL,15425
Liberal,Juan_Fernando_Cristo,268,553,98,BOYACA,15,MARIPI,15442
Liberal,Juan_Fernando_Cristo,32,178,38,BOYACA,15,MIRAFLORES,15455
Liberal,Juan_Fernando_Cristo,159,347,94,BOYACA,15,MONGUA,15464
Liberal,Juan_Fernando_Cristo,10,70,34,BOYACA,15,MONGUI,15466
Liberal,Juan_Fernando_Cristo,34,528,14,BOYACA,15,MONIQUIRA,15469
Liberal,Juan_Fernando_Cristo,20,136,34,BOYACA,15,MOTAVITA,15476
Liberal,Juan_Fernando_Cristo,17,109,33,BOYACA,15,MUZO,15480
Liberal,Juan_Fernando_Cristo,71,265,56,BOYACA,15,NOBSA,15491
Liberal,Juan_Fernando_Cristo,158,442,72,BOYACA,15,NUEVO COLON,15494
Liberal,Juan_Fernando_Cristo,7,70,25,BOYACA,15,OICATA,15500
Liberal,Juan_Fernando_Cristo,0,16,0,BOYACA,15,OTANCHE,15507
Liberal,Juan_Fernando_Cristo,4,27,31,BOYACA,15,PACHAVITA,15511
Liberal,Juan_Fernando_Cristo,1,18,12,BOYACA,15,PAEZ,15514
Liberal,Juan_Fernando_Cristo,29,333,18,BOYACA,15,PAIPA,15516
Liberal,Juan_Fernando_Cristo,33,86,79,BOYACA,15,PAJARITO,15518
Liberal,Juan_Fernando_Cristo,164,349,95,BOYACA,15,PANQUEBA,15522
Liberal,Juan_Fernando_Cristo,8,53,31,BOYACA,15,PAUNA,15531
Liberal,Juan_Fernando_Cristo,6,27,55,BOYACA,15,PAYA,15533
Liberal,Juan_Fernando_Cristo,196,482,83,BOYACA,15,PAZ DE RIO,15537
Liberal,Juan_Fernando_Cristo,3,26,30,BOYACA,15,PESCA,15542
Liberal,Juan_Fernando_Cristo,3,18,33,BOYACA,15,PISBA,15550
Liberal,Juan_Fernando_Cristo,124,848,34,BOYACA,15,PUERTO BOYACA,15572
Liberal,Juan_Fernando_Cristo,10,35,71,BOYACA,15,QUIPAMA,15580
Liberal,Juan_Fernando_Cristo,72,244,64,BOYACA,15,RAMIRIQUI,15599
Liberal,Juan_Fernando_Cristo,13,92,32,BOYACA,15,RAQUIRA,15600
Liberal,Juan_Fernando_Cristo,81,335,49,BOYACA,15,RONDON,15621
Liberal,Juan_Fernando_Cristo,11,76,32,BOYACA,15,SABOYA,15632
Liberal,Juan_Fernando_Cristo,68,204,68,BOYACA,15,SACHICA,15638
Liberal,Juan_Fernando_Cristo,128,345,80,BOYACA,15,SAMACA,15646
Liberal,Juan_Fernando_Cristo,19,62,66,BOYACA,15,SAN EDUARDO,15660
Liberal,Juan_Fernando_Cristo,265,577,95,BOYACA,15,SAN JOSE DE PARE,15664
Liberal,Juan_Fernando_Cristo,37,128,64,BOYACA,15,SAN LUIS DE GACENO,15667
Liberal,Juan_Fernando_Cristo,3,10,60,BOYACA,15,SAN MATEO,15673
Liberal,Juan_Fernando_Cristo,10,53,43,BOYACA,15,SAN MIGUEL DE SEMA,15676
Liberal,Juan_Fernando_Cristo,108,230,94,BOYACA,15,SAN PABLO BORBUR,15681
Liberal,Juan_Fernando_Cristo,210,526,81,BOYACA,15,SANTANA,15686
Liberal,Juan_Fernando_Cristo,20,75,61,BOYACA,15,SANTA MARIA,15690
Liberal,Juan_Fernando_Cristo,15,124,27,BOYACA,15,SAN ROSA VITERBO,15693
Liberal,Juan_Fernando_Cristo,15,59,54,BOYACA,15,SANTA SOFIA,15696
Liberal,Juan_Fernando_Cristo,0,13,0,BOYACA,15,SATIVANORTE,15720
Liberal,Juan_Fernando_Cristo,5,51,23,BOYACA,15,SATIVASUR,15723
Liberal,Juan_Fernando_Cristo,8,54,35,BOYACA,15,SIACHOQUE,15740
Liberal,Juan_Fernando_Cristo,243,624,82,BOYACA,15,SOATA,15753
Liberal,Juan_Fernando_Cristo,52,253,44,BOYACA,15,SOCOTA,15755
Liberal,Juan_Fernando_Cristo,20,141,31,BOYACA,15,SOCHA,15757
Liberal,Juan_Fernando_Cristo,509,2507,43,BOYACA,15,SOGAMOSO,15759
Liberal,Juan_Fernando_Cristo,2,28,15,BOYACA,15,SOMONDOCO,15761
Liberal,Juan_Fernando_Cristo,18,49,78,BOYACA,15,SORA,15762
Liberal,Juan_Fernando_Cristo,38,135,64,BOYACA,15,SOTAQUIRA,15763
Liberal,Juan_Fernando_Cristo,91,221,85,BOYACA,15,SORACA,15764
Liberal,Juan_Fernando_Cristo,7,24,78,BOYACA,15,SUSACON,15774
Liberal,Juan_Fernando_Cristo,13,114,23,BOYACA,15,SUTAMARCHAN,15776
Liberal,Juan_Fernando_Cristo,3,24,33,BOYACA,15,SUTATENZA,15778
Liberal,Juan_Fernando_Cristo,11,68,33,BOYACA,15,TASCO,15790
Liberal,Juan_Fernando_Cristo,4,39,22,BOYACA,15,TENZA,15798
Liberal,Juan_Fernando_Cristo,11,246,9,BOYACA,15,TIBANA,15804
Liberal,Juan_Fernando_Cristo,91,318,60,BOYACA,15,TIBASOSA,15806
Liberal,Juan_Fernando_Cristo,7,92,16,BOYACA,15,TINJACA,15808
Liberal,Juan_Fernando_Cristo,16,89,39,BOYACA,15,TIPACOQUE,15810
Liberal,Juan_Fernando_Cristo,23,283,17,BOYACA,15,TOCA,15814
Liberal,Juan_Fernando_Cristo,2,94,4,BOYACA,15,TOGUI,15816
Liberal,Juan_Fernando_Cristo,91,240,81,BOYACA,15,TOPAGA,15820
Liberal,Juan_Fernando_Cristo,7,33,50,BOYACA,15,TOTA,15822
Liberal,Juan_Fernando_Cristo,106,246,87,BOYACA,15,TUNUNGUA,15832
Liberal,Juan_Fernando_Cristo,6,90,15,BOYACA,15,TURMEQUE,15835
Liberal,Juan_Fernando_Cristo,614,1317,95,BOYACA,15,TUTA,15837
Liberal,Juan_Fernando_Cristo,6,29,43,BOYACA,15,TUTAZA,15839
Liberal,Juan_Fernando_Cristo,3,33,21,BOYACA,15,UMBITA,15842
Liberal,Juan_Fernando_Cristo,20,144,30,BOYACA,15,VENTAQUEMADA,15861
Liberal,Juan_Fernando_Cristo,15,45,71,BOYACA,15,VIRACACHA,15879
Liberal,Juan_Fernando_Cristo,110,256,87,BOYACA,15,ZETAQUIRA,15897
Liberal,Juan_Fernando_Cristo,2022,17152,25,CALDAS,17,MANIZALES,17001
Liberal,Juan_Fernando_Cristo,132,423,64,CALDAS,17,AGUADAS,17013
Liberal,Juan_Fernando_Cristo,153,751,43,CALDAS,17,ANSERMA,17042
Liberal,Juan_Fernando_Cristo,97,368,56,CALDAS,17,ARANZAZU,17050
Liberal,Juan_Fernando_Cristo,14,119,24,CALDAS,17,BELALCAZAR,17088
Liberal,Juan_Fernando_Cristo,546,2058,55,CALDAS,17,CHINCHINA,17174
Liberal,Juan_Fernando_Cristo,130,347,78,CALDAS,17,FILADELFIA,17272
Liberal,Juan_Fernando_Cristo,130,2189,12,CALDAS,17,LA DORADA,17380
Liberal,Juan_Fernando_Cristo,90,251,74,CALDAS,17,LA MERCED,17388
Liberal,Juan_Fernando_Cristo,24,1184,4,CALDAS,17,MANZANARES,17433
Liberal,Juan_Fernando_Cristo,7,40,35,CALDAS,17,MARMATO,17442
Liberal,Juan_Fernando_Cristo,33,251,28,CALDAS,17,MARQUETALIA,17444
Liberal,Juan_Fernando_Cristo,4,21,44,CALDAS,17,MARULANDA,17446
Liberal,Juan_Fernando_Cristo,125,936,28,CALDAS,17,NEIRA,17486
Liberal,Juan_Fernando_Cristo,218,604,76,CALDAS,17,NORCASIA,17495
Liberal,Juan_Fernando_Cristo,559,1380,85,CALDAS,17,PACORA,17513
Liberal,Juan_Fernando_Cristo,39,766,10,CALDAS,17,PALESTINA,17524
Liberal,Juan_Fernando_Cristo,9,123,16,CALDAS,17,PENSILVANIA,17541
Liberal,Juan_Fernando_Cristo,63,466,29,CALDAS,17,RIOSUCIO,17614
Liberal,Juan_Fernando_Cristo,93,258,76,CALDAS,17,RISARALDA,17616
Liberal,Juan_Fernando_Cristo,374,1496,53,CALDAS,17,SALAMINA,17653
Liberal,Juan_Fernando_Cristo,21,137,33,CALDAS,17,SAMANA,17662
Liberal,Juan_Fernando_Cristo,101,313,67,CALDAS,17,SAN JOSE,17665
Liberal,Juan_Fernando_Cristo,276,858,71,CALDAS,17,SUPIA,17777
Liberal,Juan_Fernando_Cristo,278,666,86,CALDAS,17,VICTORIA,17867
Liberal,Juan_Fernando_Cristo,119,959,26,CALDAS,17,VILLAMARIA,17873
Liberal,Juan_Fernando_Cristo,83,261,66,CALDAS,17,VITERBO,17877
Liberal,Juan_Fernando_Cristo,706,3267,46,CAQUETA,18,FLORENCIA,18001
Liberal,Juan_Fernando_Cristo,110,282,80,CAQUETA,18,ALBANIA,18029
Liberal,Juan_Fernando_Cristo,272,637,86,CAQUETA,18,BELEN DE LOS ANDAQUIES,18094
Liberal,Juan_Fernando_Cristo,47,207,47,CAQUETA,18,CARTAGENA DEL CHAIRA,18150
Liberal,Juan_Fernando_Cristo,78,189,87,CAQUETA,18,CURRILLO,18205
Liberal,Juan_Fernando_Cristo,57,467,26,CAQUETA,18,EL DONCELLO,18247
Liberal,Juan_Fernando_Cristo,113,375,63,CAQUETA,18,EL PAUJIL,18256
Liberal,Juan_Fernando_Cristo,34,157,46,CAQUETA,18,LA MONTA?ITA,18410
Liberal,Juan_Fernando_Cristo,106,246,91,CAQUETA,18,MILAN,18460
Liberal,Juan_Fernando_Cristo,51,147,72,CAQUETA,18,MORELIA,18479
Liberal,Juan_Fernando_Cristo,221,727,63,CAQUETA,18,PUERTO RICO,18592
Liberal,Juan_Fernando_Cristo,168,394,87,CAQUETA,18,SAN JOSE DEL FRAGUA,18610
Liberal,Juan_Fernando_Cristo,120,640,40,CAQUETA,18,SAN VICENTE DEL CAGUAN,18753
